Publisher,Keyword,Ad Group,Keyword Type,Clicks,Impressions,CTR,Avg CPC,Total Advertising Cost,Avg Position,Conversions,Revenue per Conversion,Total Revenue
MSN-Global,online games for 3 year olds,online games-MG,exact,1,166,0.60%,0.35,0.35,1.34,0,379.29,0.00
MSN-Global,two player online games,online games-MG,exact,0,37,0.00%,0.00,0.00,2.87,0,214.39,0.00
MSN-Global,nick jr online games,online games-MG,exact,1,88,1.14%,0.21,0.21,2.09,1,215.55,215.55
MSN-Global,toy story online games,online games-MG,broad,0,60,0.00%,0.00,0.00,9.01,0,241.85,0.00
MSN-Global,basketball online games,online games-MG,exact,0,27,0.00%,0.00,0.00,3.51,0,146.80,0.00
MSN-Global,star wars free online games,online games-MG,phrase,1,131,0.76%,0.46,0.46,5.76,1,237.38,237.38
MSN-Global,interactive online games,online games-MG,broad,3,105,2.86%,0.81,2.43,1.12,3,339.38,1018.14
MSN-Global,educational online games,online games-MG,broad,0,58,0.00%,0.00,0.00,4.48,0,302.09,0.00
MSN-Global,dealornodeal online games,online games-MG,exact,1,110,0.91%,0.60,0.60,3.07,1,171.48,171.48
MSN-Global,halo online games,online games-MG,broad,1,82,1.22%,0.67,0.67,1.41,1,314.98,314.98
MSN-Global,online games for free without downloading,online games-MG,exact,0,53,0.00%,0.00,0.00,4.15,0,278.69,0.00
MSN-Global,free online games without downloading,online games-MG,phrase,0,12,0.00%,0.00,0.00,8.31,0,124.69,0.00
MSN-Global,sonic the hedgehog online games,online games-MG,broad,0,94,0.00%,0.00,0.00,3.57,0,184.64,0.00
MSN-Global,free star wars online games,online games-MG,broad,0,39,0.00%,0.00,0.00,3.22,0,248.92,0.00
MSN-Global,family feud online games,online games-MG,phrase,0,16,0.00%,0.00,0.00,9.26,0,302.88,0.00
MSN-Global,multiplayer online games for free,online games-MG,broad,1,94,1.06%,1.12,1.12,3.99,0,112.83,0.00
MSN-Global,free fps online games,online games-MG,broad,1,117,0.85%,0.17,0.17,4.83,1,327.97,327.97
MSN-Global,children online games,online games-MG,exact,0,89,0.00%,0.00,0.00,4.80,0,399.42,0.00
MSN-Global,disney online games,online games-MG,broad,0,57,0.00%,0.00,0.00,4.23,0,78.69,0.00
MSN-Global,best online games,online games-MG,phrase,0,46,0.00%,0.00,0.00,2.12,0,77.38,0.00
MSN-Global,kid online games,online games-MG,exact,2,1532,0.13%,0.57,1.14,4.56,1,249.17,249.17
MSN-Global,free multiplayer online games no download,online games-MG,broad,1,96,1.04%,1.13,1.13,3.44,0,263.01,0.00
Google-US,free online games strategy,online games-GU,exact,3,37,8.11%,1.24,3.72,2.61,0,175.49,0.00
Google-US,awesome online games,online games-GU,broad,1,30,3.33%,0.77,0.77,6.58,0,83.34,0.00
Google-US,make money online games,online games-GU,exact,1,43,2.33%,0.89,0.89,4.49,0,199.57,0.00
Google-US,pokemon online games,online games-GU,broad,1,52,1.92%,0.71,0.71,9.05,1,332.96,332.96
Google-US,online games for 4 year olds,online games-GU,exact,0,30,0.00%,0.00,0.00,7.58,0,304.72,0.00
Google-US,kids free online games,online games-GU,phrase,1,46,2.17%,0.67,0.67,5.06,1,258.98,258.98
Google-US,free online games family feud,online games-GU,broad,2,34,5.88%,1.14,2.28,1.81,0,359.18,0.00
Google-US,virtual reality online games,online games-GU,broad,22,490,4.49%,0.66,14.52,3.26,1,271.68,271.68
Google-US,good online games,online games-GU,exact,3,58,5.17%,0.97,2.91,2.15,0,156.60,0.00
Google-US,harry potter online games,online games-GU,exact,0,69,0.00%,0.00,0.00,2.42,0,188.96,0.00
Google-US,sonic online games,online games-GU,phrase,9,131,6.87%,0.90,8.10,2.09,0,83.11,0.00
Google-US,free online games for girls,online games-GU,broad,0,10,0.00%,0.00,0.00,5.74,0,289.87,0.00
Google-US,golf online games,online games-GU,exact,1,75,1.33%,1.10,1.10,3.62,0,397.87,0.00
Google-US,free online games hidden object games,online games-GU,exact,2,113,1.77%,0.79,1.58,1.51,0,299.65,0.00
Google-US,hidden objects free online games,online games-GU,broad,4,253,1.58%,1.15,4.60,8.73,1,233.96,233.96
Google-US,free online games no downloads,online games-GU,phrase,6,156,3.85%,0.70,4.20,1.18,0,368.88,0.00
Google-US,free online games for boys,online games-GU,broad,1,61,1.64%,0.57,0.57,1.69,0,131.23,0.00
Google-US,transformers online games,online games-GU,broad,0,22,0.00%,0.00,0.00,5.49,0,387.15,0.00
Google-US,naruto online games,online games-GU,broad,2,59,3.39%,1.16,2.32,1.38,0,294.32,0.00
Google-US,top online games,online games-GU,phrase,0,29,0.00%,0.00,0.00,7.91,0,366.12,0.00
Google-US,mario free online games,online games-GU,broad,1,39,2.56%,0.25,0.25,3.38,0,182.38,0.00
Google-US,dbz online games,online games-GU,broad,0,21,0.00%,0.00,0.00,9.10,0,386.21,0.00
Google-US,massive multiplayer online games,online games-GU,broad,1,88,1.14%,0.91,0.91,6.56,0,344.01,0.00
Google-US,best online games for free,online games-GU,broad,0,33,0.00%,0.00,0.00,4.67,0,360.17,0.00
Google-US,funny online games,online games-GU,broad,3,136,2.21%,0.74,2.22,2.91,0,390.30,0.00
Google-US,free online games for girls only,online games-GU,exact,1,24,4.17%,0.81,0.81,4.96,0,282.80,0.00
Google-US,football online games,online games-GU,broad,1,58,1.72%,0.77,0.77,2.20,0,400.87,0.00
Google-US,mmorpg online games free no download,online games-GU,broad,1,28,3.57%,0.77,0.77,3.48,0,332.00,0.00
Google-US,cars online games,online games-GU,broad,0,18,0.00%,0.00,0.00,5.94,0,256.33,0.00
Google-US,soccer online games,online games-GU,phrase,1,29,3.45%,0.88,0.88,5.27,0,300.72,0.00
Google-US,avatar online games,online games-GU,broad,0,71,0.00%,0.00,0.00,3.52,0,96.85,0.00
Google-US,christmas online games,online games-GU,exact,11,67,16.42%,0.77,8.47,1.02,1,81.47,81.47
Google-US,batman online games for kids,online games-GU,exact,1,36,2.78%,0.81,0.81,2.75,0,259.18,0.00
Google-US,all online games,online games-GU,phrase,0,22,0.00%,0.00,0.00,9.83,0,126.72,0.00
Google-US,wwe online games,online games-GU,broad,3,34,8.82%,0.05,0.15,1.84,0,260.17,0.00
Google-US,free mario online games,online games-GU,phrase,1,37,2.70%,0.83,0.83,2.98,1,147.52,147.52
Google-US,cool free online games,online games-GU,phrase,0,24,0.00%,0.00,0.00,5.42,0,79.48,0.00
Google-US,baby online games,online games-GU,exact,1,22,4.55%,0.85,0.85,4.21,0,380.21,0.00
Google-US,super mario online games,online games-GU,broad,2,54,3.70%,0.81,1.62,2.09,0,368.54,0.00
Google-US,sesame street online games,online games-GU,broad,2,43,4.65%,0.69,1.38,3.62,0,143.60,0.00
Google-US,toy story 3 online games,online games-GU,exact,1,45,2.22%,0.70,0.70,4.81,0,136.95,0.00
Google-US,online games for kindergarteners,online games-GU,exact,1,21,4.76%,0.31,0.31,4.51,0,202.69,0.00
Google-US,littlest pet shop online games,online games-GU,broad,2,69,2.90%,1.52,3.04,4.89,0,336.20,0.00
Google-US,free toddler online games,online games-GU,phrase,0,21,0.00%,0.00,0.00,8.74,0,173.20,0.00
Google-US,best online games ever,online games-GU,phrase,0,27,0.00%,0.00,0.00,8.30,0,242.97,0.00
Google-US,kids online games free,online games-GU,phrase,11,415,2.65%,0.69,7.59,4.47,2,219.41,438.81
Google-US,fps online games,online games-GU,phrase,4,45,8.89%,0.95,3.80,1.93,2,151.28,302.57
Google-US,mobile online games,online games-GU,exact,5,162,3.09%,0.81,4.05,1.07,1,301.55,301.55
Google-US,tmnt online games,online games-GU,broad,1,27,3.70%,1.10,1.10,4.48,0,352.61,0.00
Google-US,dora online games,online games-GU,phrase,0,168,0.00%,0.00,0.00,1.72,0,97.99,0.00
Google-US,new online games,online games-GU,broad,1,91,1.10%,0.79,0.79,6.87,0,165.43,0.00
Google-US,south park online games,online games-GU,exact,0,75,0.00%,0.00,0.00,4.30,0,186.29,0.00
Google-US,my little pony online games,online games-GU,phrase,0,97,0.00%,0.00,0.00,4.63,0,313.22,0.00
Google-US,massive online games,online games-GU,exact,4,56,7.14%,0.05,0.20,2.13,0,380.69,0.00
Google-US,free rpg online games,online games-GU,exact,2,102,1.96%,0.32,0.64,1.27,0,205.95,0.00
Google-US,online games no download,online games-GU,phrase,0,62,0.00%,0.00,0.00,5.33,0,126.87,0.00
Google-US,science online games,online games-GU,exact,7,110,6.36%,0.49,3.43,1.52,0,251.05,0.00
Google-US,free online games for kindergarteners,online games-GU,phrase,1,27,3.70%,0.57,0.57,6.78,1,230.87,230.87
Google-US,pokemon free online games,online games-GU,phrase,1,31,3.23%,0.77,0.77,4.50,0,242.22,0.00
Google-US,childrens online games,online games-GU,phrase,1,31,3.23%,0.62,0.62,5.19,0,324.66,0.00
Google-US,psp online games,online games-GU,broad,0,33,0.00%,0.00,0.00,2.93,0,237.85,0.00
Google-US,all free online games,online games-GU,phrase,4,69,5.80%,1.00,4.00,2.31,0,302.29,0.00
Google-US,purble place online games,online games-GU,exact,7,230,3.04%,0.95,6.65,2.52,0,251.37,0.00
Google-US,thomas the tank engine online games,online games-GU,broad,1,17,5.88%,0.06,0.06,5.08,0,252.22,0.00
Google-US,the best free online games,online games-GU,phrase,2,55,3.64%,0.45,0.90,2.75,0,239.91,0.00
Google-US,new free online games,online games-GU,broad,0,10,0.00%,0.00,0.00,5.68,0,189.40,0.00
Google-US,bakugan online games,online games-GU,phrase,40,960,4.17%,1.06,42.40,4.41,5,215.94,1079.71
Google-US,free virtual online games,online games-GU,broad,16,92,17.39%,0.36,5.76,1.05,1,232.70,232.70
Google-US,virtual online games with avatars,online games-GU,broad,2,71,2.82%,1.01,2.02,5.13,1,161.97,161.97
Google-US,scrabble online games,online games-GU,broad,1,30,3.33%,0.22,0.22,2.54,0,344.24,0.00
Google-US,free mmorpg online games,online games-GU,exact,4,92,4.35%,0.68,2.72,3.39,0,186.03,0.00
Google-US,vampire online games,online games-GU,phrase,1,33,3.03%,0.83,0.83,4.51,0,197.92,0.00
Google-US,shrek online games,online games-GU,exact,0,29,0.00%,0.00,0.00,7.26,0,315.36,0.00
Google-US,i spy online games,online games-GU,exact,0,71,0.00%,0.00,0.00,8.35,0,216.81,0.00
Google-US,google online games,online games-GU,broad,0,7,0.00%,0.00,0.00,8.82,0,264.05,0.00
Google-US,adventure online games,online games-GU,exact,18,232,7.76%,0.98,17.64,1.40,2,302.41,604.82
Google-US,match 3 free online games,online games-GU,broad,1195,9424,12.68%,0.41,489.95,1.16,254,258.27,65599.66
Google-US,free preschool online games,online games-GU,exact,1,39,2.56%,0.69,0.69,5.44,1,309.63,309.63
Google-US,real arcade online games,online games-GU,broad,3,59,5.08%,0.95,2.85,2.16,0,273.92,0.00
Google-US,free rpg online games no downloads,online games-GU,phrase,0,36,0.00%,0.00,0.00,4.91,0,301.78,0.00
Google-US,hot wheels online games,online games-GU,phrase,1,75,1.33%,1.35,1.35,9.77,0,287.98,0.00
Google-US,racing online games,online games-GU,broad,33,332,9.94%,0.64,21.12,1.31,33,197.91,6531.08
Google-US,free online games kids,online games-GU,broad,3,90,3.33%,0.41,1.23,4.63,0,219.41,0.00
Google-US,wwe free online games,online games-GU,phrase,1,23,4.35%,0.33,0.33,4.57,0,268.45,0.00
Google-US,online games for girls,online games-GU,phrase,1,33,3.03%,0.54,0.54,2.96,0,238.93,0.00
Google-Global,online games for money,online games-GG,exact,2,53,3.77%,0.88,1.76,4.84,1,346.84,346.84
Google-Global,war online games,online games-GG,exact,3,153,1.96%,1.24,3.72,5.15,3,318.02,954.07
Google-Global,chess online games,online games-GG,exact,4,67,5.97%,1.28,5.12,2.84,1,301.95,301.95
Google-Global,horse online games,online games-GG,phrase,0,50,0.00%,0.00,0.00,4.77,0,315.85,0.00
Google-Global,free hidden object online games,online games-GG,broad,1,34,2.94%,0.88,0.88,2.96,0,326.78,0.00
Google-Global,batman online games,online games-GG,exact,1,33,3.03%,0.48,0.48,2.93,1,165.23,165.23
Google-Global,free online games hidden objects,online games-GG,exact,3,64,4.69%,0.12,0.36,3.35,0,256.08,0.00
Google-Global,hello kitty online games,online games-GG,exact,1,34,2.94%,0.48,0.48,4.10,0,156.35,0.00
Google-Global,playing online games,online games-GG,broad,0,17,0.00%,0.00,0.00,9.81,0,268.34,0.00
Google-Global,mmo online games,online games-GG,exact,10,194,5.15%,0.24,2.40,2.05,1,180.94,180.94
Google-Global,online games multiplayer,online games-GG,broad,3,49,6.12%,1.21,3.63,1.38,0,308.25,0.00
Google-Global,scooby doo online games,online games-GG,broad,0,63,0.00%,0.00,0.00,9.77,0,249.96,0.00
Google-Global,preschool free online games,online games-GG,broad,0,18,0.00%,0.00,0.00,6.28,0,252.03,0.00
Google-Global,play free online games,online games-GG,broad,0,18,0.00%,0.00,0.00,9.47,0,244.12,0.00
Google-Global,the best online games,online games-GG,phrase,1,22,4.55%,0.80,0.80,3.19,1,262.67,262.67
Google-Global,dragon ball z online games,online games-GG,exact,1,57,1.75%,1.55,1.55,4.64,0,329.17,0.00
Google-Global,3d online games,online games-GG,broad,1,26,3.85%,0.44,0.44,3.63,0,217.14,0.00
Google-Global,spiderman online games,online games-GG,broad,1,43,2.33%,0.61,0.61,2.00,0,249.59,0.00
Google-Global,free online games for adults,online games-GG,exact,0,20,0.00%,0.00,0.00,9.30,0,307.57,0.00
Google-Global,free online games without downloading anything,online games-GG,broad,2,73,2.74%,0.13,0.26,2.81,1,221.02,221.02
Google-Global,top 10 online games,online games-GG,phrase,2,61,3.28%,0.30,0.60,3.44,0,182.46,0.00
Google-Global,www.free online games,online games-GG,broad,2,46,4.35%,0.71,1.42,3.41,0,198.19,0.00
Google-Global,mofunzone online games,online games-GG,exact,10,194,5.15%,0.54,5.40,2.57,1,343.48,343.48
Google-Global,free childrens online games,online games-GG,exact,1,36,2.78%,0.33,0.33,2.79,0,176.90,0.00
Google-Global,free online games to download,online games-GG,broad,1,64,1.56%,0.93,0.93,2.13,0,183.91,0.00
Google-Global,google games free online games,online games-GG,broad,1,31,3.23%,0.54,0.54,3.94,0,262.44,0.00
Google-Global,tom and jerry online games,online games-GG,exact,1,25,4.00%,0.28,0.28,2.26,0,216.50,0.00
Google-Global,ben 10 online games,online games-GG,exact,0,12,0.00%,0.00,0.00,9.95,0,176.75,0.00
Google-Global,pc online games,online games-GG,broad,1,25,4.00%,0.24,0.24,4.03,0,201.30,0.00
Google-Global,barbie online games,online games-GG,broad,1,22,4.55%,0.77,0.77,3.09,0,182.96,0.00
Google-Global,download online games,online games-GG,broad,3,61,4.92%,0.67,2.01,1.97,2,200.33,400.66
Google-Global,shooting online games,online games-GG,phrase,0,14,0.00%,0.00,0.00,4.73,0,166.80,0.00
Google-Global,the simpsons online games,online games-GG,broad,1,36,2.78%,0.66,0.66,4.76,0,92.11,0.00
Google-Global,hidden object online games,online games-GG,broad,1,31,3.23%,0.93,0.93,3.28,0,31.90,0.00
Google-Global,free online games mmorpg,online games-GG,phrase,5,71,7.04%,0.19,0.95,1.18,0,61.60,0.00
Google-Global,online games kids,online games-GG,broad,1,29,3.45%,0.57,0.57,7.59,0,23.85,0.00
Google-Global,digimon online games,online games-GG,phrase,1,31,3.23%,0.09,0.09,3.41,0,21.03,0.00
Google-Global,download free online games,online games-GG,broad,2,70,2.86%,0.27,0.54,1.99,0,16.98,0.00
Google-Global,online games rpg,online games-GG,phrase,0,17,0.00%,0.00,0.00,6.49,0,83.95,0.00
Google-Global,hidden object free online games,online games-GG,phrase,0,21,0.00%,0.00,0.00,6.56,0,46.13,0.00
Google-Global,online games basketball,online games-GG,phrase,0,10,0.00%,0.00,0.00,9.51,0,28.60,0.00
Google-Global,fantasy online games,online games-GG,broad,2,82,2.44%,1.22,2.44,2.54,0,28.74,0.00
Google-Global,online games to play,online games-GG,broad,0,33,0.00%,0.00,0.00,9.57,0,88.05,0.00
Google-Global,power rangers online games,online games-GG,phrase,2,38,5.26%,1.08,2.16,3.41,0,18.80,0.00
Google-Global,girls online games,online games-GG,exact,1,34,2.94%,0.92,0.92,1.88,0,47.37,0.00
Google-Global,strategy online games,online games-GG,exact,0,74,0.00%,0.00,0.00,2.41,0,21.77,0.00
Google-Global,free 3d online games,online games-GG,broad,1,52,1.92%,0.52,0.52,1.15,0,51.23,0.00
Google-Global,online games for kids under 5,online games-GG,phrase,0,21,0.00%,0.00,0.00,4.59,0,59.39,0.00
Google-Global,car online games,online games-GG,phrase,71,1252,5.67%,0.63,44.73,2.04,14,73.06,1022.81
Google-Global,rpg free online games,online games-GG,phrase,1,26,3.85%,0.79,0.79,4.01,1,95.83,95.83
Google-Global,free games online games,online games-GG,broad,1,28,3.57%,0.37,0.37,5.99,0,35.74,0.00
Google-Global,pet online games,online games-GG,exact,0,20,0.00%,0.00,0.00,8.33,0,58.31,0.00
Google-Global,flash online games,online games-GG,broad,1,36,2.78%,0.83,0.83,2.83,0,23.12,0.00
Google-Global,buy online games,online games-GG,exact,1,32,3.13%,0.80,0.80,2.16,0,56.47,0.00
Google-Global,top 100 online games,online games-GG,phrase,0,14,0.00%,0.00,0.00,7.51,0,23.00,0.00
Google-Global,play free online games now,online games-GG,phrase,0,32,0.00%,0.00,0.00,5.10,0,79.88,0.00
Google-Global,action online games,online games-GG,broad,0,21,0.00%,0.00,0.00,7.90,0,83.15,0.00
Google-Global,online games download,online games-GG,broad,0,22,0.00%,0.00,0.00,8.43,0,45.76,0.00
Google-Global,online games for children,online games-GG,exact,1,26,3.85%,1.35,1.35,3.58,0,61.41,0.00
Google-Global,free online games download,online games-GG,phrase,0,24,0.00%,0.00,0.00,7.36,0,87.80,0.00
Google-Global,play-free-online-games.com,online games-GG,phrase,0,29,0.00%,0.00,0.00,3.67,0,79.49,0.00
Google-Global,online games for boys,online games-GG,phrase,3,40,7.50%,0.81,2.43,1.50,0,19.59,0.00
Google-Global,google free online games,online games-GG,phrase,186,1541,12.07%,0.99,184.14,1.14,12,20.62,247.48
Google-Global,free online games multiplayer,online games-GG,broad,0,25,0.00%,0.00,0.00,8.06,0,59.45,0.00
Google-Global,online games mmorpg,online games-GG,phrase,3,36,8.33%,1.02,3.06,2.17,2,21.57,43.13
Google-Global,free online games for children,online games-GG,phrase,0,18,0.00%,0.00,0.00,5.93,0,78.38,0.00
Google-Global,puzzle online games,online games-GG,broad,9,131,6.87%,1.12,10.08,2.05,1,37.13,37.13
Google-Global,online games chess,online games-GG,exact,0,27,0.00%,0.00,0.00,2.63,0,89.88,0.00
Google-Global,online games strategy,online games-GG,exact,0,55,0.00%,0.00,0.00,7.80,0,17.92,0.00
Google-Global,online games free play,online games-GG,broad,2,33,6.06%,0.38,0.76,3.30,0,79.66,0.00
Google-Global,free download online games,online games-GG,phrase,4,62,6.45%,0.87,3.48,1.45,4,95.39,381.55
Google-Global,free online games download full version,online games-GG,exact,0,40,0.00%,0.00,0.00,9.54,0,92.16,0.00
Google-Global,ben 10 free online games,online games-GG,broad,2,140,1.43%,0.42,0.84,5.55,0,34.75,0.00
Google-Global,browser online games,online games-GG,exact,0,13,0.00%,0.00,0.00,9.89,0,52.24,0.00
Google-Global,www.online games,online games-GG,phrase,0,14,0.00%,0.00,0.00,6.51,0,88.79,0.00
Google-Global,hidden objects online games,online games-GG,exact,1,33,3.03%,0.87,0.87,9.58,0,64.20,0.00
Google-Global,online games download free,online games-GG,exact,0,15,0.00%,0.00,0.00,6.04,0,54.68,0.00
Google-Global,free online games to play now,online games-GG,exact,0,20,0.00%,0.00,0.00,8.20,0,62.43,0.00
MSN-US,online games,onlinegames-OG,broad,1,79,1.27%,0.24,0.24,3.99,0,91.19,0.00
MSN-US,free online games for kids,onlinegames-OG,broad,1,123,0.81%,1.02,1.02,1.78,1,17.05,17.05
MSN-US,online games for free,onlinegames-OG,broad,0,60,0.00%,0.00,0.00,4.47,0,16.69,0.00
MSN-US,rpg online games,onlinegames-OG,broad,0,36,0.00%,0.00,0.00,5.19,0,61.85,0.00
MSN-US,online games for kids,onlinegames-OG,broad,3,1438,0.21%,1.01,3.03,6.72,2,87.07,174.14
MSN-US,free online games no download,onlinegames-OG,exact,0,57,0.00%,0.00,0.00,2.82,0,59.00,0.00
MSN-US,kids online games,onlinegames-OG,phrase,0,54,0.00%,0.00,0.00,5.78,0,51.49,0.00
MSN-US,free multiplayer online games,onlinegames-OG,phrase,0,57,0.00%,0.00,0.00,4.59,0,19.30,0.00
MSN-US,fun online games,onlinegames-OG,broad,0,38,0.00%,0.00,0.00,2.80,0,75.70,0.00
MSN-US,online games to play for free,onlinegames-OG,broad,0,69,0.00%,0.00,0.00,3.94,0,54.75,0.00
MSN-US,toddler online games,onlinegames-OG,broad,0,56,0.00%,0.00,0.00,4.54,0,85.21,0.00
MSN-US,multiplayer online games,onlinegames-OG,broad,1,108,0.93%,0.65,0.65,1.17,0,40.02,0.00
MSN-US,preschool online games,onlinegames-OG,broad,0,116,0.00%,0.00,0.00,1.44,0,50.60,0.00
MSN-US,virtual online games,onlinegames-OG,phrase,0,20,0.00%,0.00,0.00,9.52,0,39.19,0.00
MSN-US,online games for toddlers,onlinegames-OG,phrase,0,24,0.00%,0.00,0.00,9.65,0,87.10,0.00
MSN-US,star wars online games,onlinegames-OG,exact,0,48,0.00%,0.00,0.00,3.69,0,55.86,0.00
MSN-US,spongebob online games,onlinegames-OG,phrase,0,152,0.00%,0.00,0.00,1.29,0,94.21,0.00
